Drug A,Drug B,Strain,Specie,Bliss Score,Source,Drug Pair,Drug A Inchikey,Drug B Inchikey,Interaction Type
ciprofloxacin,triclosan,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.193,Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'XEFQLINVKFYRCS-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,synergy
ciprofloxacin,triclosan,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.0794,Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'XEFQLINVKFYRCS-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,neutral
ciprofloxacin,tedizolid,bacillus subtilis,bacillus subtilis,0.2601,Cacace,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'XFALPSLJIHVRKE-GFCCVEGCSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,XFALPSLJIHVRKE-GFCCVEGCSA-N,antagonism
ciprofloxacin,gefitinib,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.336,Cacace,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'XGALLCVXEZPNRQ-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,XGALLCVXEZPNRQ-UHFFFAOYSA-N,synergy
ciprofloxacin,metformin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1102,Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
ciprofloxacin,metformin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.2567,Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,synergy
ciprofloxacin,berberine,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.4348,Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
ciprofloxacin,berberine,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.2883,Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,antagonism
ciprofloxacin,tolfenamic,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.1875,Cacace,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YEZNLOUZAIOMLT-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YEZNLOUZAIOMLT-UHFFFAOYSA-N,synergy
ciprofloxacin,novobiocin,bacillus subtilis,bacillus subtilis,-0.1832,Cacace,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,synergy
ciprofloxacin,novobiocin,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.0685,Cacace,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,neutral
ciprofloxacin,novobiocin,staphylococcus aureus newman,staphylococcus aureus,-0.115,Cacace,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,synergy
ciprofloxacin,novobiocin,streptococcus pneumoniae,streptococcus pneumoniae,-0.1607,Cacace,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,synergy
ciprofloxacin,colistin,salmonella typhimurium 14028,salmonella typhimurium,0.1706,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,antagonism
ciprofloxacin,colistin,salmonella typhimurium lt2,salmonella typhimurium,0.0583,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,neutral
ciprofloxacin,fosfomycin,bacillus subtilis,bacillus subtilis,-0.1775,Cacace,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,synergy
ciprofloxacin,fosfomycin,escherichia coli bw25113,escherichia coli,0.1605,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,antagonism
ciprofloxacin,fosfomycin,escherichia coli iai1,escherichia coli,0.1689,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,antagonism
ciprofloxacin,fosfomycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.0275,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,neutral
ciprofloxacin,fosfomycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.3695,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YMDXZJFXQJVXBF-STHAYSLISA-N,synergy
ciprofloxacin,pyocyanin,escherichia coli bw25113,escherichia coli,0.4586,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,antagonism
ciprofloxacin,pyocyanin,escherichia coli iai1,escherichia coli,0.2203,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,antagonism
ciprofloxacin,pyocyanin,salmonella typhimurium 14028,salmonella typhimurium,0.3395,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,antagonism
ciprofloxacin,pyocyanin,salmonella typhimurium lt2,salmonella typhimurium,0.4003,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,antagonism
ciprofloxacin,cephalexin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.0406,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,neutral
ciprofloxacin,cephalexin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.1779,ACDB;Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ZAIPMKNFIOOWCQ-UEKVPHQBSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,antagonism
ciprofloxacin,streptozotocin,bacillus subtilis,bacillus subtilis,-0.082,Cacace,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,neutral
ciprofloxacin,streptozotocin,salmonella typhimurium 14028,salmonella typhimurium,-0.4458,Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,synergy
ciprofloxacin,streptozotocin,salmonella typhimurium lt2,salmonella typhimurium,-0.2748,Brochado,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,synergy
ciprofloxacin,streptozotocin,staphylococcus aureus newman,staphylococcus aureus,-0.1121,Cacace,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')",MYSWGUAQZAJSOK-UHFFFAOYSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,synergy
streptomycin,tamoxifene,staphylococcus aureus dsm 20231,staphylococcus aureus,0.165,Cacace,"('NKANXQFJJICGDU-QPLCGJKRSA-N', 'UCSJYZPVAKXKNQ-HZYVHMACSA-N')",UCSJYZPVAKXKNQ-HZYVHMACSA-N,NKANXQFJJICGDU-QPLCGJKRSA-N,antagonism
nitrofurantoin,tobramycin,escherichia coli bw25113,escherichia coli,-0.218,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
nitrofurantoin,tobramycin,escherichia coli iai1,escherichia coli,-0.6614,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
nitrofurantoin,tobramycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.022,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,neutral
nitrofurantoin,tobramycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.1613,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,antagonism
cefaclor,tobramycin,salmonella typhimurium 14028,salmonella typhimurium,-0.2795,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",QYIYFLOTGYLRGG-GPCCPHFNSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
cefaclor,tobramycin,salmonella typhimurium lt2,salmonella typhimurium,0.0417,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",QYIYFLOTGYLRGG-GPCCPHFNSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,neutral
tobramycin,puromycin,escherichia coli bw25113,escherichia coli,-0.2908,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,synergy
tobramycin,puromycin,escherichia coli iai1,escherichia coli,-0.192,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,synergy
cefsulodin,tobramycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.2408,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
cefsulodin,tobramycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.1008,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')",SYLKGLMBLAAGSC-QLVMHMETSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
erythromycin,tobramycin,escherichia coli bw25113,escherichia coli,0.3724,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",ULGZDMOVFRHVEP-RWJQBGPGSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,antagonism
erythromycin,tobramycin,escherichia coli iai1,escherichia coli,-0.041,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",ULGZDMOVFRHVEP-RWJQBGPGSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,neutral
erythromycin,tobramycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.3802,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",ULGZDMOVFRHVEP-RWJQBGPGSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,antagonism
erythromycin,tobramycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.4592,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')",ULGZDMOVFRHVEP-RWJQBGPGSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,antagonism
oxacillin,tobramycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.0383,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')",UWYHMGVUTGAWSP-JKIFEVAISA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,neutral
oxacillin,tobramycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.1313,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')",UWYHMGVUTGAWSP-JKIFEVAISA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
tobramycin,metronidazole,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.0549,Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,neutral
tobramycin,metronidazole,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.1034,Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'VAOCPAMSLUNLGC-UHFFFAOYSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,VAOCPAMSLUNLGC-UHFFFAOYSA-N,antagonism
benzalkonium,tobramycin,salmonella typhimurium 14028,salmonella typhimurium,0.0787,Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,neutral
benzalkonium,tobramycin,salmonella typhimurium lt2,salmonella typhimurium,0.808,Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')",VVZBFOKBSDGVGZ-UHFFFAOYSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,antagonism
chloramphenicol,tobramycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.4096,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,antagonism
chloramphenicol,tobramycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.0298,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')",WIIZWVCIJKGZOK-RKDXNWHRSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,neutral
minocycline,tobramycin,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.0622,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')",WTJXVDPDEQKTCV-VQAITOIOSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,neutral
minocycline,tobramycin,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,0.1217,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')",WTJXVDPDEQKTCV-VQAITOIOSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,antagonism
tobramycin,aztreonam,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.3993,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
tobramycin,aztreonam,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.4424,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
tobramycin,aztreonam,salmonella typhimurium 14028,salmonella typhimurium,-0.1604,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
tobramycin,aztreonam,salmonella typhimurium lt2,salmonella typhimurium,-0.4514,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,synergy
tobramycin,metformin,escherichia coli bw25113,escherichia coli,0.4063,Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,antagonism
tobramycin,metformin,escherichia coli iai1,escherichia coli,0.0285,Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,neutral
novobiocin,tobramycin,salmonella typhimurium 14028,salmonella typhimurium,-0.212,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,synergy
novobiocin,tobramycin,salmonella typhimurium lt2,salmonella typhimurium,-0.0491,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')",YJQPYGGHQPGBLI-KGSXXDOSSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,neutral
fosfomycin,tobramycin,escherichia coli bw25113,escherichia coli,0.219,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",YMDXZJFXQJVXBF-STHAYSLISA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,antagonism
fosfomycin,tobramycin,escherichia coli iai1,escherichia coli,0.0678,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')",YMDXZJFXQJVXBF-STHAYSLISA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,neutral
tobramycin,pyocyanin,escherichia coli bw25113,escherichia coli,0.1492,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,antagonism
tobramycin,pyocyanin,escherichia coli iai1,escherichia coli,0.0577,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,neutral
tobramycin,pyocyanin,salmonella typhimurium 14028,salmonella typhimurium,-0.0688,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,neutral
tobramycin,pyocyanin,salmonella typhimurium lt2,salmonella typhimurium,0.5584,ACDB;Brochado,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')",NLVFBUXFDBBNBW-PBSUHMDJSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,antagonism
nitrofurantoin,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,0.1916,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
nitrofurantoin,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.1071,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
nitrofurantoin,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,0.1242,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
nitrofurantoin,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,0.1458,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NXFQHRVNIOXGAQ-YCRREMRBSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
mitomycin c,nitrofurantoin,streptococcus pneumoniae,streptococcus pneumoniae,-0.1454,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,synergy
mitomycin c,ticagrelor,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.3924,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'OEKWJQXRCDYSHL-FNOIDJSQSA-N')",NWIBSHFKIJFRCO-WUDYKRTCSA-N,OEKWJQXRCDYSHL-FNOIDJSQSA-N,synergy
lincomycin,mitomycin c,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.0874,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'OJMMVQQUTAEWLP-KIDUDLJLSA-N')",OJMMVQQUTAEWLP-KIDUDLJLSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
bleomycin,mitomycin c,salmonella typhimurium 14028,salmonella typhimurium,0.0479,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')",OYVAGSVQBOHSSS-WXFSZRTFSA-O,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
bleomycin,mitomycin c,salmonella typhimurium lt2,salmonella typhimurium,0.1178,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')",OYVAGSVQBOHSSS-WXFSZRTFSA-O,NWIBSHFKIJFRCO-WUDYKRTCSA-N,antagonism
hexestrol,mitomycin c,staphylococcus aureus dsm 20231,staphylococcus aureus,-0.2474,Cacace,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'PBBGSZCBWVPOOL-HDICACEKSA-N')",PBBGSZCBWVPOOL-HDICACEKSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
cefaclor,mitomycin c,pseudomonas aeruginosa pa14,pseudomonas aeruginosa,-0.145,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",QYIYFLOTGYLRGG-GPCCPHFNSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,synergy
cefaclor,mitomycin c,pseudomonas aeruginosa pao1,pseudomonas aeruginosa,-0.0847,Brochado,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'QYIYFLOTGYLRGG-GPCCPHFNSA-N')",QYIYFLOTGYLRGG-GPCCPHFNSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,neutral
